model,sample_id,step,amount,z1,z2
DAE+fsce,177,0,0,4.7704678,-2.62687
DAE+fsce,177,1,1,3.2623723,-1.0157859
DAE+fsce,177,2,2,0.77677065,0.83103806
DAE+fsce,177,3,3,-0.35787332,1.9800535
DAE+fsce,178,0,0,3.469285,0.46678662
DAE+fsce,178,1,1,2.569707,1.287336
DAE+fsce,178,2,2,0.90535116,1.8060521
DAE+fsce,178,3,3,0.18420516,1.9650097
DAE+fsce,179,0,0,-1.546791,-4.2381577
DAE+fsce,179,1,1,0.8595565,0.09657781
DAE+fsce,179,2,2,0.6631017,0.763708
DAE+fsce,179,3,3,-0.16826744,1.6819623
DAE+fsce,180,0,0,0.07789163,0.31791052
DAE+fsce,180,1,1,0.51999736,0.5325116
DAE+fsce,180,2,2,0.5212084,0.85145795
DAE+fsce,180,3,3,0.20106235,1.4713578
DAE+fsce,181,0,0,-2.5368645,-1.6239966
DAE+fsce,181,1,1,-2.793815,0.38975418
DAE+fsce,181,2,2,-1.9952371,1.9879926
DAE+fsce,181,3,3,-1.1018809,2.2263725
DAE+fsce,182,0,0,2.970875,-3.372015
DAE+fsce,182,1,1,1.9469744,-0.18633492
DAE+fsce,182,2,2,1.2467369,0.5724283
DAE+fsce,182,3,3,0.702278,1.1629006
DAE+fsce,183,0,0,-2.779712,-5.6136136
DAE+fsce,183,1,1,-2.9970896,-5.379214
DAE+fsce,183,2,2,-0.07483037,1.1847602
DAE+fsce,183,3,3,-0.71117777,1.8328631
DAE+fsce,184,0,0,-0.65103,-4.4977136
DAE+fsce,184,1,1,-3.5359201,-2.1894038
DAE+fsce,184,2,2,-1.5575726,1.7283299
DAE+fsce,184,3,3,-1.4138609,2.1594691
DAE+fsce,185,0,0,-0.8864885,-5.430391
DAE+fsce,185,1,1,0.9544189,-0.038317613
DAE+fsce,185,2,2,0.8119073,0.43429056
DAE+fsce,185,3,3,0.31269845,1.1447766
DAE+fsce,186,0,0,-3.1074078,-2.885327
DAE+fsce,186,1,1,-2.3368974,1.0581925
DAE+fsce,186,2,2,0.29441583,1.3456541
DAE+fsce,186,3,3,0.0014672932,1.6885357
DAE+fsce,187,0,0,-0.59829605,-0.24123332
DAE+fsce,187,1,1,-0.10269149,1.1728742
DAE+fsce,187,2,2,-0.19091256,1.7818952
DAE+fsce,187,3,3,-0.31199694,1.9832692
DAE+fsce,188,0,0,-0.52875185,1.0396196
DAE+fsce,188,1,1,-0.593668,1.9029721
DAE+fsce,188,2,2,-0.64724517,2.1987076
DAE+fsce,188,3,3,-0.6387575,2.307297
DAE+fsce,189,0,0,-2.7978003,-3.2832036
DAE+fsce,189,1,1,-2.7371907,-4.6915755
DAE+fsce,189,2,2,-2.4360487,1.9147776
DAE+fsce,189,3,3,-1.2334868,2.4120033
DAE+fsce,190,0,0,-0.83944744,-0.9490259
DAE+fsce,190,1,1,-0.46807447,0.90158725
DAE+fsce,190,2,2,-0.17189227,1.679061
DAE+fsce,190,3,3,-0.29164433,1.9413382
DAE+fsce,191,0,0,-2.569493,0.3254046
DAE+fsce,191,1,1,-1.0925008,1.7368797
DAE+fsce,191,2,2,-0.5143707,1.9767418
DAE+fsce,191,3,3,-0.73714155,2.2241337
DAE+fsce,192,0,0,-0.4254435,1.7168667
DAE+fsce,192,1,1,-0.5477552,2.0468738
DAE+fsce,192,2,2,-0.6157879,2.2891617
DAE+fsce,192,3,3,-0.62143284,2.3860877
DAE+fsce,193,0,0,-3.5880003,-3.885881
DAE+fsce,193,1,1,-2.9985914,-5.048079
DAE+fsce,193,2,2,-2.1401575,1.8551401
DAE+fsce,193,3,3,-1.3950442,2.2854552
DAE+fsce,194,0,0,-2.4679456,-2.4293199
DAE+fsce,194,1,1,-2.290855,0.88228464
DAE+fsce,194,2,2,-2.2729137,2.5032175
DAE+fsce,194,3,3,-2.089653,2.6165614
DAE+fsce,195,0,0,-2.7122014,-1.27909
DAE+fsce,195,1,1,-2.8097508,0.20507134
DAE+fsce,195,2,2,-2.3029604,1.8017386
DAE+fsce,195,3,3,-1.9762098,2.2537725
DAE+fsce,196,0,0,-3.6348774,-3.9668329
DAE+fsce,196,1,1,-2.6208682,1.4498504
DAE+fsce,196,2,2,-1.7792399,2.3158674
DAE+fsce,196,3,3,-1.4574244,2.4608333
DAE+fsce,197,0,0,0.2983813,-0.45108142
DAE+fsce,197,1,1,0.6569676,0.4529882
DAE+fsce,197,2,2,0.4507287,1.1648548
DAE+fsce,197,3,3,0.07317883,1.5826902
DAE+fsce,198,0,0,-0.8496405,1.596295
DAE+fsce,198,1,1,-0.91487074,2.1209908
DAE+fsce,198,2,2,-0.7442186,2.232379
DAE+fsce,198,3,3,-0.6411652,2.2642882
DAE+fsce,199,0,0,-2.5618782,-3.947484
DAE+fsce,199,1,1,1.7153362,-0.14302067
DAE+fsce,199,2,2,1.1387739,0.5888582
DAE+fsce,199,3,3,0.5217445,1.337635
DAE+fsce,200,0,0,-3.3018737,-0.68292487
DAE+fsce,200,1,1,-2.95392,0.6779815
DAE+fsce,200,2,2,-2.2551408,2.017062
DAE+fsce,200,3,3,-1.7293308,2.3075097
DAE+fsce,201,0,0,0.048584133,-3.3968995
DAE+fsce,201,1,1,1.0353264,-0.09393269
DAE+fsce,201,2,2,0.8508625,0.37211365
DAE+fsce,201,3,3,0.31637192,1.1832072
DAE+fsce,202,0,0,-5.9286094,-1.2326802
DAE+fsce,202,1,1,-4.8698716,0.31772333
DAE+fsce,202,2,2,-2.7287655,1.8614875
DAE+fsce,202,3,3,-2.219227,2.2154765
DAE+fsce,203,0,0,-0.34922546,-2.5119383
DAE+fsce,203,1,1,1.2991064,-0.16044523
DAE+fsce,203,2,2,0.7830598,0.9288016
DAE+fsce,203,3,3,0.26262295,1.4773976
DAE+fsce,204,0,0,0.71048623,-2.1263943
DAE+fsce,204,1,1,1.2932805,-0.15692805
DAE+fsce,204,2,2,1.0033002,0.6869326
DAE+fsce,204,3,3,0.51853156,1.2594669
DAE+fsce,205,0,0,-3.1453311,-5.022333
DAE+fsce,205,1,1,-2.642782,-5.142738
DAE+fsce,205,2,2,-2.596849,-4.931563
DAE+fsce,205,3,3,-1.9789225,2.4999547
DAE+fsce,206,0,0,1.2984401,-3.7270849
DAE+fsce,206,1,1,2.0087385,-0.904326
DAE+fsce,206,2,2,1.5708561,0.07426069
DAE+fsce,206,3,3,0.82036316,0.9692685
DAE+fsce,207,0,0,2.9131699,-2.1853135
DAE+fsce,207,1,1,3.8084843,-1.8553979
DAE+fsce,207,2,2,2.4314473,-0.38094383
DAE+fsce,207,3,3,1.4823966,0.48531985
DAE+fsce,208,0,0,-0.9868777,0.86523235
DAE+fsce,208,1,1,-0.7895326,3.141312
DAE+fsce,208,2,2,-0.8926643,3.166156
DAE+fsce,208,3,3,-0.8984198,3.0498269
DAE+fsce,209,0,0,-2.0346143,1.0575169
DAE+fsce,209,1,1,-1.3635062,1.8197973
DAE+fsce,209,2,2,-0.61197513,2.0018983
DAE+fsce,209,3,3,-0.4960744,2.060573
DAE+fsce,210,0,0,-0.32094502,-3.122713
DAE+fsce,210,1,1,0.79585296,0.27304953
DAE+fsce,210,2,2,0.6704188,0.9098223
DAE+fsce,210,3,3,0.14772093,1.5155762
DAE+fsce,211,0,0,-3.2441392,-1.195409
DAE+fsce,211,1,1,-2.6545184,0.9000127
DAE+fsce,211,2,2,-0.9301555,2.0389364
DAE+fsce,211,3,3,-0.54827803,2.0629604
DAE+fsce,212,0,0,1.208527,-2.7966356
DAE+fsce,212,1,1,1.5294061,-0.35466808
DAE+fsce,212,2,2,1.1016506,0.6457646
DAE+fsce,212,3,3,0.4939627,1.2753
DAE+fsce,213,0,0,-0.12506372,0.9213998
DAE+fsce,213,1,1,-0.10157277,1.4991627
DAE+fsce,213,2,2,-0.18680549,1.8783879
DAE+fsce,213,3,3,-0.28584242,2.0496058
DAE+fsce,214,0,0,-0.23199983,-2.5520654
DAE+fsce,214,1,1,0.41008246,0.4946803
DAE+fsce,214,2,2,0.3146683,1.294679
DAE+fsce,214,3,3,-0.06298585,1.6947043
DAE+fsce,215,0,0,1.4754556,1.0429205
DAE+fsce,215,1,1,0.3385911,1.5062349
DAE+fsce,215,2,2,0.0454098,1.7162694
DAE+fsce,215,3,3,-0.13024467,1.9224932
DAE+fsce,216,0,0,-2.5928998,-1.3703704
DAE+fsce,216,1,1,-2.6732688,0.5946643
DAE+fsce,216,2,2,-1.9321432,2.2650845
DAE+fsce,216,3,3,-1.0796595,2.3108935
DAE+fsce,217,0,0,-1.6504639,1.9986932
DAE+fsce,217,1,1,-1.4681548,2.3491247
DAE+fsce,217,2,2,-1.2139727,2.4851022
DAE+fsce,217,3,3,-1.0359694,2.52709
DAE+fsce,218,0,0,1.198266,0.07612665
DAE+fsce,218,1,1,0.282342,1.4034728
DAE+fsce,218,2,2,-0.2631341,1.8947071
DAE+fsce,218,3,3,-0.5163518,2.2085226
DAE+fsce,219,0,0,2.688613,0.7663532
DAE+fsce,219,1,1,0.58227766,1.4250554
DAE+fsce,219,2,2,0.094118625,1.6409699
DAE+fsce,219,3,3,-0.08558477,1.8657495
DAE+fsce,220,0,0,-3.762277,-1.2248756
DAE+fsce,220,1,1,-2.686424,1.1187143
DAE+fsce,220,2,2,0.1487935,1.5386044
DAE+fsce,220,3,3,-0.32404017,1.8895657
DAE+fsce,221,0,0,-3.1446736,-1.7155788
DAE+fsce,221,1,1,-2.8104239,0.21055757
DAE+fsce,221,2,2,-2.353129,1.5873584
DAE+fsce,221,3,3,-2.1266375,2.2479043
DAE+fsce,222,0,0,1.8856164,0.09437485
DAE+fsce,222,1,1,1.2193787,0.7113472
DAE+fsce,222,2,2,0.75530547,1.1188403
DAE+fsce,222,3,3,0.4657774,1.3890663
DAE+fsce,223,0,0,-3.450266,-0.4097142
DAE+fsce,223,1,1,-2.60108,1.1172516
DAE+fsce,223,2,2,-1.9832214,2.0655727
DAE+fsce,223,3,3,-1.5413986,2.2810357
DAE+fsce,224,0,0,-3.2195628,-2.1484795
DAE+fsce,224,1,1,-3.2367299,-0.08719198
DAE+fsce,224,2,2,-2.2866433,1.7137834
DAE+fsce,224,3,3,-1.3389951,2.1698117
DAE+fsce,225,0,0,-4.0868325,-3.7357621
DAE+fsce,225,1,1,-3.274808,0.6010932
DAE+fsce,225,2,2,-0.1779666,1.3092659
DAE+fsce,225,3,3,-0.69278944,1.8965644
DAE+fsce,226,0,0,0.5017072,-4.324666
DAE+fsce,226,1,1,1.5204555,-0.31600624
DAE+fsce,226,2,2,1.1287464,0.3416281
DAE+fsce,226,3,3,0.51799744,1.1291553
DAE+fsce,227,0,0,-2.8150835,-1.1243478
DAE+fsce,227,1,1,-2.4857674,0.20144199
DAE+fsce,227,2,2,-2.2840502,1.624205
DAE+fsce,227,3,3,-1.7558882,2.1721168
DAE+fsce,228,0,0,0.61831796,-1.9825537
DAE+fsce,228,1,1,0.88995016,0.060818538
DAE+fsce,228,2,2,0.9039124,0.6206428
DAE+fsce,228,3,3,0.45130455,1.2283769
DAE+fsce,229,0,0,3.1627984,-0.10455204
DAE+fsce,229,1,1,1.7660893,-0.002284182
DAE+fsce,229,2,2,0.7809351,0.8605939
DAE+fsce,229,3,3,0.34871557,1.4835572
DAE+fsce,230,0,0,-1.102173,-4.341201
DAE+fsce,230,1,1,-0.49983355,0.9235036
DAE+fsce,230,2,2,0.12864771,1.3880146
DAE+fsce,230,3,3,-0.26160282,1.8346955
DAE+fsce,231,0,0,-1.6410387,-0.8893613
DAE+fsce,231,1,1,0.13443463,0.655014
DAE+fsce,231,2,2,0.27678946,1.6039661
DAE+fsce,231,3,3,-0.13583447,1.9102261
DAE+fsce,232,0,0,-0.48513928,0.4545867
DAE+fsce,232,1,1,-0.24281819,1.5235611
DAE+fsce,232,2,2,-0.4143285,1.9800059
DAE+fsce,232,3,3,-0.49163422,2.1548903
DAE+fsce,233,0,0,-4.3215694,-1.2215469
DAE+fsce,233,1,1,-2.8943982,0.9171499
DAE+fsce,233,2,2,-2.3558977,1.9579157
DAE+fsce,233,3,3,-1.8944693,2.2947822
DAE+fsce,234,0,0,2.8829327,-2.2149448
DAE+fsce,234,1,1,1.9887913,-0.63340384
DAE+fsce,234,2,2,1.3301878,0.5977953
DAE+fsce,234,3,3,0.23740627,1.5106221
DAE+fsce,235,0,0,-2.2962353,-1.3123695
DAE+fsce,235,1,1,-2.3360682,0.14335126
DAE+fsce,235,2,2,-2.183514,2.0263484
DAE+fsce,235,3,3,-2.0145996,2.3755095
DAE+fsce,236,0,0,-3.029657,-1.045047
DAE+fsce,236,1,1,1.6604384,-0.05552717
DAE+fsce,236,2,2,0.67026305,1.0874127
DAE+fsce,236,3,3,-0.26094028,1.7791107
DAE+fsce,237,0,0,2.280601,-5.665344
DAE+fsce,237,1,1,1.1450604,0.30695677
DAE+fsce,237,2,2,0.91387135,0.6889377
DAE+fsce,237,3,3,0.35109356,1.3360913
DAE+fsce,238,0,0,-2.5835905,-1.8080555
DAE+fsce,238,1,1,-2.5802538,0.3016034
DAE+fsce,238,2,2,-2.3109558,1.6498708
DAE+fsce,238,3,3,-2.0700655,2.298426
DAE+fsce,239,0,0,2.2620835,-1.5887718
DAE+fsce,239,1,1,1.5626681,-0.17657447
DAE+fsce,239,2,2,0.9291815,0.79749566
DAE+fsce,239,3,3,0.44217733,1.3778132
DAE+fsce,240,0,0,-0.1929543,-5.8492417
DAE+fsce,240,1,1,1.0963118,0.26887956
DAE+fsce,240,2,2,0.7843951,0.68976617
DAE+fsce,240,3,3,0.52681386,1.2376155
DAE+fsce,241,0,0,-5.4947844,-2.4253974
DAE+fsce,241,1,1,-3.6800494,-0.02367179
DAE+fsce,241,2,2,-2.3878944,1.4853652
DAE+fsce,241,3,3,-2.1037955,2.1085184
DAE+fsce,242,0,0,1.4300843,-4.342022
DAE+fsce,242,1,1,2.9567897,-1.7482517
DAE+fsce,242,2,2,1.7005892,-0.060145818
DAE+fsce,242,3,3,1.1186259,0.7253032
DAE+fsce,243,0,0,-5.5990896,-2.5461423
DAE+fsce,243,1,1,-4.032662,-0.7914153
DAE+fsce,243,2,2,-2.3505847,1.299571
DAE+fsce,243,3,3,-2.0667996,2.0436792
DAE+fsce,244,0,0,-4.4055114,-3.9522464
DAE+fsce,244,1,1,-3.9569147,-3.7856221
DAE+fsce,244,2,2,-0.29231113,1.2380506
DAE+fsce,244,3,3,-0.59208,1.7277182
DAE+fsce,245,0,0,-2.3328485,-0.8857452
DAE+fsce,245,1,1,-1.8805164,1.1950816
DAE+fsce,245,2,2,-1.1987778,2.0217721
DAE+fsce,245,3,3,-0.69142973,2.1122422
DAE+fsce,246,0,0,-3.2721796,-1.7049311
DAE+fsce,246,1,1,-2.5988364,0.9328099
DAE+fsce,246,2,2,-0.8572058,1.901775
DAE+fsce,246,3,3,-0.46245208,1.9669197
DAE+fsce+tfidf (Ours),0,0,0,1.4004868,2.955419
DAE+fsce+tfidf (Ours),0,1,1,1.4960868,1.1950487
DAE+fsce+tfidf (Ours),0,2,2,1.5379634,0.96001893
DAE+fsce+tfidf (Ours),0,3,3,1.6044155,0.92201036
DAE+fsce+tfidf (Ours),1,0,0,-0.79783356,0.06521652
DAE+fsce+tfidf (Ours),1,1,1,1.1229663,0.9121511
DAE+fsce+tfidf (Ours),1,2,2,1.353915,0.809774
DAE+fsce+tfidf (Ours),1,3,3,1.5102705,0.81489617
DAE+fsce+tfidf (Ours),2,0,0,-1.1198614,-1.9198792
DAE+fsce+tfidf (Ours),2,1,1,-0.42999727,-2.7634523
DAE+fsce+tfidf (Ours),2,2,2,-0.73981696,-3.5006945
DAE+fsce+tfidf (Ours),2,3,3,-0.83242697,-3.8283222
DAE+fsce+tfidf (Ours),3,0,0,-6.840012,0.5383495
DAE+fsce+tfidf (Ours),3,1,1,-6.905949,0.7124596
DAE+fsce+tfidf (Ours),3,2,2,-7.0163927,1.0697185
DAE+fsce+tfidf (Ours),3,3,3,-7.1547337,1.4312197
DAE+fsce+tfidf (Ours),4,0,0,-1.7176411,0.58056194
DAE+fsce+tfidf (Ours),4,1,1,1.2920707,1.0690596
DAE+fsce+tfidf (Ours),4,2,2,1.3462981,0.90967816
DAE+fsce+tfidf (Ours),4,3,3,1.4445459,0.8934711
DAE+fsce+tfidf (Ours),5,0,0,-1.906052,0.38071483
DAE+fsce+tfidf (Ours),5,1,1,0.8117998,0.49297988
DAE+fsce+tfidf (Ours),5,2,2,1.2382523,0.9132448
DAE+fsce+tfidf (Ours),5,3,3,1.4507291,0.92603624
DAE+fsce+tfidf (Ours),6,0,0,0.067445874,-0.07610101
DAE+fsce+tfidf (Ours),6,1,1,1.1871006,0.69056237
DAE+fsce+tfidf (Ours),6,2,2,1.5418022,0.76349103
DAE+fsce+tfidf (Ours),6,3,3,1.6182296,0.7068349
DAE+fsce+tfidf (Ours),7,0,0,0.22588232,1.6972269
DAE+fsce+tfidf (Ours),7,1,1,1.3375847,1.1307547
DAE+fsce+tfidf (Ours),7,2,2,1.4193853,0.8912618
DAE+fsce+tfidf (Ours),7,3,3,1.5225041,0.8487635
DAE+fsce+tfidf (Ours),8,0,0,-0.8372571,-0.89261687
DAE+fsce+tfidf (Ours),8,1,1,-0.7089738,-1.8938551
DAE+fsce+tfidf (Ours),8,2,2,-1.1602883,-3.2515213
DAE+fsce+tfidf (Ours),8,3,3,-0.9219914,-3.7131503
DAE+fsce+tfidf (Ours),9,0,0,-0.6977584,-1.0592893
DAE+fsce+tfidf (Ours),9,1,1,-0.40166894,-2.1522045
DAE+fsce+tfidf (Ours),9,2,2,-0.6023601,-3.3579812
DAE+fsce+tfidf (Ours),9,3,3,0.8573619,-1.7367171
DAE+fsce+tfidf (Ours),10,0,0,-0.14265686,5.153049
DAE+fsce+tfidf (Ours),10,1,1,1.3396196,1.181524
DAE+fsce+tfidf (Ours),10,2,2,1.4601079,0.90728647
DAE+fsce+tfidf (Ours),10,3,3,1.5397403,0.811049
DAE+fsce+tfidf (Ours),11,0,0,0.98552054,-1.7954961
DAE+fsce+tfidf (Ours),11,1,1,1.1459143,-1.6708251
DAE+fsce+tfidf (Ours),11,2,2,1.3687904,-1.42821
DAE+fsce+tfidf (Ours),11,3,3,1.6995957,-1.0307249
DAE+fsce+tfidf (Ours),12,0,0,-1.7823863,-2.0547156
DAE+fsce+tfidf (Ours),12,1,1,-4.4815664,2.8533375
DAE+fsce+tfidf (Ours),12,2,2,1.3276464,1.481183
DAE+fsce+tfidf (Ours),12,3,3,1.5203104,1.1815569
DAE+fsce+tfidf (Ours),13,0,0,-0.21515207,-0.8086485
DAE+fsce+tfidf (Ours),13,1,1,0.4433087,-0.36324796
DAE+fsce+tfidf (Ours),13,2,2,1.2734901,0.5099709
DAE+fsce+tfidf (Ours),13,3,3,1.5920618,0.6523809
DAE+fsce+tfidf (Ours),14,0,0,1.4776248,2.693579
DAE+fsce+tfidf (Ours),14,1,1,1.5002824,1.2619895
DAE+fsce+tfidf (Ours),14,2,2,1.5340804,0.9539454
DAE+fsce+tfidf (Ours),14,3,3,1.5928346,0.92421913
DAE+fsce+tfidf (Ours),15,0,0,-0.4731455,-1.4847065
DAE+fsce+tfidf (Ours),15,1,1,-0.64835066,-2.3924773
DAE+fsce+tfidf (Ours),15,2,2,-0.90419865,-3.1719396
DAE+fsce+tfidf (Ours),15,3,3,0.24865371,-2.4227026
DAE+fsce+tfidf (Ours),16,0,0,-1.7774531,-0.03346026
DAE+fsce+tfidf (Ours),16,1,1,-1.0576519,-1.7880061
DAE+fsce+tfidf (Ours),16,2,2,1.3052748,1.0281804
DAE+fsce+tfidf (Ours),16,3,3,1.4314889,0.96912456
DAE+fsce+tfidf (Ours),17,0,0,-1.3758632,-2.6240637
DAE+fsce+tfidf (Ours),17,1,1,-1.4014533,-2.9426212
DAE+fsce+tfidf (Ours),17,2,2,-0.5531553,-1.9187784
DAE+fsce+tfidf (Ours),17,3,3,1.057062,0.26233715
DAE+fsce+tfidf (Ours),18,0,0,-2.7709193,-1.2027175
DAE+fsce+tfidf (Ours),18,1,1,-2.098212,-2.9972928
DAE+fsce+tfidf (Ours),18,2,2,-2.0557244,-3.4704053
DAE+fsce+tfidf (Ours),18,3,3,1.374873,0.8672494
DAE+fsce+tfidf (Ours),19,0,0,-0.80009764,-2.3737392
DAE+fsce+tfidf (Ours),19,1,1,-1.138194,-3.0923567
DAE+fsce+tfidf (Ours),19,2,2,-1.1245127,-3.5425062
DAE+fsce+tfidf (Ours),19,3,3,-0.78590846,-3.6780026
DAE+fsce+tfidf (Ours),20,0,0,1.3626589,0.29735768
DAE+fsce+tfidf (Ours),20,1,1,1.5404302,0.40856588
DAE+fsce+tfidf (Ours),20,2,2,1.5721853,0.44202587
DAE+fsce+tfidf (Ours),20,3,3,1.5885507,0.4717084
DAE+fsce+tfidf (Ours),21,0,0,-2.023677,-3.1215765
DAE+fsce+tfidf (Ours),21,1,1,-1.639419,-3.4361622
DAE+fsce+tfidf (Ours),21,2,2,-1.4755784,-3.5494008
DAE+fsce+tfidf (Ours),21,3,3,-1.3367463,-3.67128
DAE+fsce+tfidf (Ours),22,0,0,-1.8616927,-3.046143
DAE+fsce+tfidf (Ours),22,1,1,-1.4943519,-3.2077575
DAE+fsce+tfidf (Ours),22,2,2,-1.1903243,-3.585949
DAE+fsce+tfidf (Ours),22,3,3,1.2766417,-0.8286049
DAE+fsce+tfidf (Ours),23,0,0,-1.3223053,-0.8041867
DAE+fsce+tfidf (Ours),23,1,1,-1.9729784,-2.3579187
DAE+fsce+tfidf (Ours),23,2,2,-2.0934284,-3.1431234
DAE+fsce+tfidf (Ours),23,3,3,-0.42272097,-2.0538065
DAE+fsce+tfidf (Ours),24,0,0,-0.4238284,-1.3391359
DAE+fsce+tfidf (Ours),24,1,1,-0.5426022,-2.264925
DAE+fsce+tfidf (Ours),24,2,2,-0.8715406,-3.082156
DAE+fsce+tfidf (Ours),24,3,3,0.2083004,-2.3993526
DAE+fsce+tfidf (Ours),25,0,0,-0.7378733,-2.0215573
DAE+fsce+tfidf (Ours),25,1,1,-0.36304992,-2.895686
DAE+fsce+tfidf (Ours),25,2,2,-0.71139157,-3.5096848
DAE+fsce+tfidf (Ours),25,3,3,-0.86942935,-3.820769
DAE+fsce+tfidf (Ours),26,0,0,-1.1231518,-0.4364778
DAE+fsce+tfidf (Ours),26,1,1,-1.3688587,-2.1677432
DAE+fsce+tfidf (Ours),26,2,2,0.2487165,-0.5962447
DAE+fsce+tfidf (Ours),26,3,3,1.0607678,0.56145185
DAE+fsce+tfidf (Ours),27,0,0,0.4182235,2.4112196
DAE+fsce+tfidf (Ours),27,1,1,1.4173099,1.130762
DAE+fsce+tfidf (Ours),27,2,2,1.4609072,0.90470463
DAE+fsce+tfidf (Ours),27,3,3,1.5366449,0.85845006
DAE+fsce+tfidf (Ours),28,0,0,-2.8663492,1.3365477
DAE+fsce+tfidf (Ours),28,1,1,-3.1354795,2.7437532
DAE+fsce+tfidf (Ours),28,2,2,-2.540666,2.2929196
DAE+fsce+tfidf (Ours),28,3,3,1.4479102,1.1827475
DAE+fsce+tfidf (Ours),29,0,0,0.459018,-0.54165006
DAE+fsce+tfidf (Ours),29,1,1,1.6160363,0.7839016
DAE+fsce+tfidf (Ours),29,2,2,1.7889001,0.8754731
DAE+fsce+tfidf (Ours),29,3,3,1.8219401,0.8261966
DAE+fsce+tfidf (Ours),30,0,0,-2.1597888,-0.06079921
DAE+fsce+tfidf (Ours),30,1,1,-3.46106,2.0062537
DAE+fsce+tfidf (Ours),30,2,2,1.4165399,1.0554817
DAE+fsce+tfidf (Ours),30,3,3,1.4320012,0.98104405
DAE+fsce+tfidf (Ours),31,0,0,-1.0505536,-1.8924088
DAE+fsce+tfidf (Ours),31,1,1,-0.7890602,-2.5193977
DAE+fsce+tfidf (Ours),31,2,2,-0.9383025,-3.3878543
DAE+fsce+tfidf (Ours),31,3,3,0.2968539,-2.5338707
DAE+fsce+tfidf (Ours),32,0,0,-0.085998535,-0.040580697
DAE+fsce+tfidf (Ours),32,1,1,1.4429982,0.5537862
DAE+fsce+tfidf (Ours),32,2,2,1.6739892,0.6642982
DAE+fsce+tfidf (Ours),32,3,3,1.6983001,0.66124064
DAE+fsce+tfidf (Ours),33,0,0,1.3817801,0.20834288
DAE+fsce+tfidf (Ours),33,1,1,1.6755031,0.4646989
DAE+fsce+tfidf (Ours),33,2,2,1.7481784,0.52374804
DAE+fsce+tfidf (Ours),33,3,3,1.7634698,0.5457225
DAE+fsce+tfidf (Ours),34,0,0,-0.19598737,-1.0728383
DAE+fsce+tfidf (Ours),34,1,1,0.14660358,-1.2374456
DAE+fsce+tfidf (Ours),34,2,2,1.4988569,0.20590955
DAE+fsce+tfidf (Ours),34,3,3,1.9221947,0.6100857
DAE+fsce+tfidf (Ours),35,0,0,-0.009268566,1.475422
DAE+fsce+tfidf (Ours),35,1,1,1.3069615,1.0471866
DAE+fsce+tfidf (Ours),35,2,2,1.3976153,0.85137105
DAE+fsce+tfidf (Ours),35,3,3,1.4991442,0.8318256
DAE+fsce+tfidf (Ours),36,0,0,-0.6587151,-0.13313593
DAE+fsce+tfidf (Ours),36,1,1,0.99309134,0.8599698
DAE+fsce+tfidf (Ours),36,2,2,1.3096906,0.86831355
DAE+fsce+tfidf (Ours),36,3,3,1.4926401,0.84087145
DAE+fsce+tfidf (Ours),37,0,0,0.8206496,0.70611006
DAE+fsce+tfidf (Ours),37,1,1,1.4182441,1.0125821
DAE+fsce+tfidf (Ours),37,2,2,1.537608,0.92644674
DAE+fsce+tfidf (Ours),37,3,3,1.6075343,0.8986585
DAE+fsce+tfidf (Ours),38,0,0,-1.7480131,4.940369
DAE+fsce+tfidf (Ours),38,1,1,-2.13453,4.6893697
DAE+fsce+tfidf (Ours),38,2,2,-2.7311535,4.11101
DAE+fsce+tfidf (Ours),38,3,3,-2.976512,3.395029
DAE+fsce+tfidf (Ours),39,0,0,2.700247,3.1808286
DAE+fsce+tfidf (Ours),39,1,1,1.9378817,1.1579747
DAE+fsce+tfidf (Ours),39,2,2,1.9432011,1.0639335
DAE+fsce+tfidf (Ours),39,3,3,1.9501227,1.0109
DAE+fsce+tfidf (Ours),40,0,0,1.6597369,-1.7244313
DAE+fsce+tfidf (Ours),40,1,1,1.490259,-1.9186759
DAE+fsce+tfidf (Ours),40,2,2,1.2340591,-2.2779765
DAE+fsce+tfidf (Ours),40,3,3,0.98776734,-2.6152923
DAE+fsce+tfidf (Ours),41,0,0,-0.23765716,2.4417653
DAE+fsce+tfidf (Ours),41,1,1,1.4528207,0.98551923
DAE+fsce+tfidf (Ours),41,2,2,1.5510616,0.90837646
DAE+fsce+tfidf (Ours),41,3,3,1.6158844,0.8899513
DAE+fsce+tfidf (Ours),42,0,0,1.4622784,-0.14498039
DAE+fsce+tfidf (Ours),42,1,1,1.8752202,0.46429557
DAE+fsce+tfidf (Ours),42,2,2,2.0037239,0.61955
DAE+fsce+tfidf (Ours),42,3,3,2.0336967,0.6368557
DAE+fsce+tfidf (Ours),43,0,0,0.49506557,-0.5808562
DAE+fsce+tfidf (Ours),43,1,1,1.6495911,0.38989913
DAE+fsce+tfidf (Ours),43,2,2,1.8450925,0.4704115
DAE+fsce+tfidf (Ours),43,3,3,1.8845915,0.4793023
DAE+fsce+tfidf (Ours),44,0,0,-4.1910367,2.1224983
DAE+fsce+tfidf (Ours),44,1,1,-2.576954,-0.7082408
DAE+fsce+tfidf (Ours),44,2,2,-1.5617751,-3.2524152
DAE+fsce+tfidf (Ours),44,3,3,-1.4813163,-3.591674
DAE+fsce+tfidf (Ours),45,0,0,1.5861894,5.613276
DAE+fsce+tfidf (Ours),45,1,1,0.43714583,6.733966
DAE+fsce+tfidf (Ours),45,2,2,1.999108,8.062503
