gx,gy,n_poi
-132,-145,1
-132,-141,1
-131,-145,5
-131,-144,5
-131,-143,2
-131,-142,2
-131,-141,1
-131,-137,1
-131,-136,1
-131,-135,1
-131,-131,1
-131,-129,2
-131,-127,1
-130,-153,2
-130,-148,13
-130,-147,3
-130,-146,5
-130,-145,2
-130,-144,2
-130,-132,1
-130,-130,1
-130,-129,3
-130,-128,2
-130,-127,1
-130,-124,3
-130,-123,1
-130,-121,1
-130,-120,1
-129,-156,1
-129,-153,3
-129,-152,3
-129,-151,1
-129,-150,1
-129,-149,1
-129,-148,7
-129,-147,10
-129,-146,55
-129,-145,6
-129,-144,2
-129,-143,2
-129,-142,2
-129,-141,3
-129,-140,3
-129,-139,2
-129,-138,1
-129,-134,2
-129,-133,12
-129,-131,1
-129,-130,1
-129,-128,4
-129,-127,1
-129,-126,4
-129,-125,1
-129,-121,3
-129,-120,3
-128,-160,4
-128,-153,2
-128,-152,1
-128,-149,2
-128,-148,1
-128,-147,1
-128,-146,64
-128,-145,6
-128,-144,5
-128,-142,1
-128,-140,2
-128,-139,3
-128,-138,2
-128,-137,1
-128,-135,1
-128,-134,27
-128,-133,75
-128,-132,10
-128,-131,8
-128,-126,1
-128,-125,2
-128,-124,9
-128,-123,5
-128,-119,2
-128,-118,1
-127,-163,1
-127,-150,2
-127,-149,1
-127,-148,2
-127,-147,3
-127,-146,5
-127,-145,6
-127,-144,4
-127,-139,1
-127,-136,1
-127,-134,2
-127,-133,13
-127,-132,4
-127,-130,1
-127,-124,1
-127,-123,2
-127,-115,1
-126,-166,1
-126,-164,1
-126,-163,1
-126,-157,1
-126,-153,1
-126,-152,1
-126,-150,2
-126,-148,1
-126,-147,3
-126,-146,5
-126,-145,1
-126,-144,1
-126,-143,1
-126,-135,1
-126,-134,4
-126,-131,2
-126,-130,1
-126,-127,2
-126,-126,1
-126,-123,2
-126,-122,2
-126,-120,3
-126,-119,1
-126,-118,5
-126,-117,6
-126,-113,3
-125,-162,1
-125,-160,4
-125,-159,2
-125,-158,2
-125,-156,4
-125,-153,1
-125,-152,2
-125,-148,1
-125,-146,3
-125,-145,3
-125,-140,3
-125,-139,2
-125,-137,1
-125,-133,1
-125,-132,1
-125,-131,2
-125,-130,2
-125,-129,1
-125,-127,1
-125,-126,1
-125,-125,1
-125,-123,2
-125,-122,1
-125,-120,3
-125,-118,2
-125,-117,8
-124,-172,1
-124,-165,1
-124,-157,1
-124,-153,1
-124,-147,3
-124,-145,2
-124,-144,1
-124,-143,1
-124,-140,1
-124,-134,1
-124,-133,1
-124,-132,1
-124,-131,5
-124,-126,2
-124,-123,1
-124,-121,1
-124,-120,3
-124,-118,1
-124,-117,2
-124,-116,1
-124,-113,1
-123,-174,1
-123,-170,1
-123,-148,2
-123,-147,5
-123,-146,2
-123,-138,1
-123,-133,1
-123,-130,2
-123,-128,1
-123,-127,1
-123,-118,1
-123,-113,1
-123,-112,1
-123,-105,1
-122,-171,1
-122,-161,4
-122,-160,1
-122,-158,2
-122,-152,1
-122,-151,2
-122,-147,2
-122,-145,3
-122,-144,2
-122,-143,1
-122,-140,1
-122,-139,4
-122,-137,2
-122,-136,4
-122,-133,1
-122,-130,2
-122,-129,1
-122,-128,6
-122,-127,1
-122,-126,4
-122,-125,1
-122,-124,1
-122,-123,4
-122,-122,1
-122,-121,1
-122,-120,2
-122,-119,1
-122,-118,1
-122,-115,1
-122,-114,1
-122,-111,1
-122,-108,1
-121,-178,1
-121,-177,2
-121,-175,1
-121,-162,8
-121,-161,2
-121,-153,1
-121,-147,1
-121,-146,2
-121,-142,1
-121,-141,1
-121,-140,2
-121,-138,1
-121,-137,2
-121,-136,1
-121,-134,1
-121,-133,1
-121,-131,3
-121,-124,1
-121,-123,1
-121,-122,1
-121,-121,1
-121,-120,1
-121,-117,2
-121,-116,1
-121,-115,5
-121,-112,3
-121,-110,1
-121,-100,1
-120,-176,3
-120,-170,1
-120,-161,2
-120,-158,1
-120,-149,1
-120,-148,5
-120,-147,3
-120,-146,1
-120,-138,1
-120,-131,3
-120,-125,1
-120,-120,5
-120,-115,5
-120,-114,1
-120,-113,2
-120,-100,1
-119,-180,1
-119,-178,2
-119,-177,14
-119,-176,36
-119,-175,6
-119,-170,2
-119,-148,1
-119,-147,2
-119,-144,1
-119,-136,1
-119,-135,1
-119,-134,12
-119,-133,46
-119,-132,11
-119,-131,2
-119,-129,1
-119,-124,2
-119,-123,1
-119,-121,1
-119,-120,2
-119,-118,1
-119,-116,3
-119,-114,1
-119,-113,3
-119,-111,1
-119,-109,1
-119,-108,1
-119,-101,1
-119,-98,1
-118,-180,3
-118,-178,3
-118,-177,17
-118,-176,48
-118,-175,1
-118,-172,1
-118,-160,2
-118,-154,1
-118,-151,1
-118,-150,1
-118,-148,1
-118,-147,1
-118,-138,3
-118,-136,2
-118,-134,2
-118,-133,7
-118,-132,7
-118,-131,3
-118,-127,3
-118,-126,1
-118,-124,4
-118,-123,1
-118,-121,1
-118,-116,3
-118,-114,1
-118,-113,1
-118,-111,2
-118,-94,1
-117,-183,1
-117,-182,1
-117,-179,1
-117,-174,2
-117,-161,1
-117,-160,1
-117,-159,1
-117,-152,1
-117,-150,7
-117,-149,5
-117,-148,1
-117,-145,1
-117,-142,1
-117,-139,1
-117,-138,2
-117,-134,3
-117,-131,1
-117,-128,1
-117,-126,1
-117,-123,1
-117,-122,10
-117,-121,5
-117,-120,2
-117,-119,2
-117,-118,1
-117,-116,3
-117,-111,1
-117,-107,11
-117,-105,2
-116,-175,1
-116,-167,1
-116,-166,1
-116,-162,3
-116,-159,1
-116,-150,1
-116,-149,1
-116,-148,3
-116,-147,1
-116,-139,2
-116,-137,1
-116,-134,1
-116,-131,1
-116,-127,2
-116,-123,2
-116,-122,16
-116,-121,3
-116,-117,4
-116,-116,2
-116,-115,4
-116,-114,3
-116,-113,3
-116,-112,2
-116,-108,2
-116,-96,1
-116,-92,3
-116,-91,5
-115,-186,1
-115,-180,1
-115,-177,1
-115,-174,8
-115,-167,5
-115,-166,1
-115,-164,1
-115,-163,4
-115,-162,2
-115,-161,1
-115,-159,1
-115,-157,2
-115,-152,1
-115,-148,2
-115,-144,4
-115,-143,1
-115,-140,1
-115,-139,1
-115,-138,1
-115,-136,1
-115,-135,1
-115,-134,1
-115,-132,1
-115,-131,2
-115,-129,2
-115,-128,1
-115,-127,2
-115,-120,1
-115,-118,1
-115,-117,3
-115,-109,2
-115,-107,8
-115,-105,1
-115,-104,4
-115,-103,2
-115,-102,2
-115,-99,4
-115,-91,1
-115,-90,1
-115,-89,1
-114,-184,1
-114,-180,1
-114,-179,2
-114,-178,1
-114,-167,4
-114,-166,1
-114,-165,1
-114,-162,1
-114,-160,4
-114,-159,7
-114,-152,1
-114,-148,2
-114,-145,2
-114,-144,2
-114,-142,1
-114,-136,1
-114,-134,6
-114,-132,1
-114,-131,1
-114,-127,1
-114,-123,1
-114,-122,1
-114,-117,1
-114,-114,1
-114,-108,2
-114,-106,1
-114,-103,1
-114,-102,5
-114,-101,17
-114,-100,3
-114,-91,1
-114,-90,1
-113,-171,1
-113,-167,1
-113,-161,3
-113,-159,2
-113,-155,1
-113,-151,16
-113,-150,4
-113,-149,3
-113,-146,1
-113,-145,1
-113,-144,1
-113,-141,1
-113,-135,2
-113,-134,4
-113,-133,7
-113,-132,2
-113,-131,3
-113,-130,3
-113,-129,8
-113,-128,4
-113,-126,1
-113,-124,1
-113,-120,2
-113,-118,4
-113,-109,3
-113,-108,1
-113,-101,4
-113,-99,2
-113,-97,1
-112,-191,1
-112,-188,4
-112,-184,1
-112,-183,1
-112,-181,2
-112,-180,1
-112,-162,1
-112,-161,1
-112,-158,1
-112,-154,1
-112,-153,2
-112,-151,4
-112,-150,3
-112,-149,4
-112,-143,1
-112,-136,1
-112,-135,1
-112,-134,7
-112,-133,25
-112,-132,3
-112,-131,2
-112,-129,3
-112,-128,1
-112,-126,1
-112,-120,1
-112,-118,4
-112,-114,5
-112,-107,1
-112,-100,1
-111,-191,1
-111,-190,2
-111,-188,1
-111,-187,1
-111,-179,2
-111,-171,7
-111,-164,1
-111,-157,1
-111,-156,2
-111,-155,1
-111,-154,1
-111,-153,4
-111,-150,2
-111,-149,4
-111,-146,1
-111,-145,1
-111,-143,1
-111,-141,1
-111,-139,1
-111,-133,1
-111,-132,1
-111,-131,2
-111,-127,1
-111,-123,1
-111,-118,1
-111,-114,1
-111,-107,2
-111,-89,1
-110,-190,1
-110,-189,1
-110,-186,1
-110,-180,1
-110,-178,1
-110,-171,1
-110,-167,2
-110,-163,17
-110,-156,1
-110,-155,1
-110,-154,7
-110,-153,7
-110,-152,4
-110,-150,2
-110,-149,1
-110,-148,1
-110,-147,2
-110,-145,1
-110,-140,3
-110,-139,1
-110,-138,2
-110,-136,1
-110,-131,1
-110,-128,3
-110,-125,1
-110,-124,1
-110,-122,1
-110,-120,2
-110,-119,1
-110,-118,1
-110,-107,3
-110,-98,1
-110,-90,1
-109,-189,1
-109,-188,3
-109,-187,1
-109,-183,1
-109,-178,2
-109,-176,1
-109,-163,23
-109,-162,1
-109,-159,1
-109,-158,1
-109,-155,1
-109,-154,1
-109,-153,1
-109,-151,2
-109,-149,2
-109,-140,1
-109,-132,2
-109,-131,2
-109,-129,2
-109,-128,1
-109,-127,1
-109,-126,2
-109,-120,1
-109,-119,1
-109,-117,1
-109,-116,1
-109,-113,1
-109,-107,14
-109,-106,4
-109,-95,1
-109,-84,1
-108,-190,1
-108,-188,1
-108,-184,2
-108,-183,2
-108,-181,1
-108,-178,4
-108,-170,1
-108,-167,1
-108,-165,1
-108,-164,1
-108,-163,3
-108,-161,1
-108,-160,1
-108,-158,9
-108,-156,1
-108,-155,4
-108,-153,1
-108,-152,3
-108,-148,3
-108,-147,1
-108,-142,2
-108,-131,4
-108,-128,2
-108,-125,2
-108,-122,1
-108,-121,1
-108,-120,1
-108,-119,2
-108,-118,1
-108,-107,5
-108,-106,5
-108,-105,3
-108,-92,1
-107,-188,1
-107,-183,1
-107,-182,2
-107,-181,2
-107,-178,1
-107,-177,3
-107,-175,1
-107,-173,1
-107,-172,3
-107,-171,9
-107,-165,1
-107,-159,2
-107,-158,3
-107,-156,2
-107,-154,5
-107,-153,3
-107,-152,7
-107,-151,2
-107,-146,1
-107,-144,1
-107,-143,1
-107,-142,7
-107,-140,1
-107,-138,4
-107,-137,1
-107,-136,3
-107,-134,3
-107,-131,1
-107,-122,3
-107,-121,24
-107,-120,4
-107,-115,1
-107,-109,1
-107,-105,1
-107,-104,2
-107,-99,1
-107,-84,1
-106,-185,1
-106,-184,1
-106,-183,2
-106,-181,1
-106,-177,1
-106,-173,2
-106,-171,17
-106,-170,1
-106,-166,1
-106,-161,1
-106,-158,1
-106,-156,25
-106,-155,29
-106,-154,25
-106,-153,11
-106,-152,15
-106,-151,3
-106,-149,2
-106,-148,1
-106,-145,1
-106,-142,4
-106,-141,1
-106,-136,1
-106,-133,5
-106,-132,9
-106,-131,1
-106,-130,2
-106,-126,1
-106,-124,1
-106,-123,1
-106,-122,2
-106,-121,3
-106,-115,1
-106,-114,2
-106,-113,1
-106,-112,1
-106,-95,2
-106,-88,1
-106,-84,1
-106,-80,1
-105,-192,4
-105,-191,2
-105,-182,1
-105,-181,2
-105,-173,1
-105,-172,1
-105,-171,3
-105,-167,2
-105,-166,2
-105,-162,1
-105,-160,1
-105,-157,2
-105,-156,4
-105,-155,77
-105,-154,54
-105,-153,25
-105,-152,26
-105,-151,1
-105,-147,1
-105,-146,4
-105,-142,3
-105,-141,3
-105,-140,1
-105,-139,1
-105,-138,1
-105,-137,2
-105,-136,3
-105,-135,1
-105,-133,32
-105,-132,30
-105,-131,3
-105,-128,3
-105,-125,1
-105,-121,1
-105,-120,2
-105,-119,2
-105,-115,1
-105,-112,2
-105,-111,20
-105,-110,23
-105,-106,1
-105,-95,1
-105,-84,1
-105,-81,1
-104,-198,1
-104,-197,1
-104,-192,3
-104,-181,2
-104,-178,1
-104,-177,1
-104,-172,7
-104,-171,2
-104,-170,1
-104,-168,1
-104,-165,2
-104,-157,2
-104,-155,11
-104,-154,4
-104,-153,2
-104,-152,1
-104,-150,1
-104,-149,1
-104,-148,4
-104,-144,1
-104,-143,3
-104,-142,4
-104,-141,2
-104,-140,2
-104,-137,1
-104,-135,2
-104,-133,3
-104,-132,5
-104,-126,1
-104,-125,2
-104,-121,1
-104,-119,4
-104,-111,2
-104,-110,10
-104,-108,1
-104,-87,1
-104,-86,1
-104,-84,1
-104,-82,1
-103,-196,8
-103,-195,3
-103,-192,5
-103,-186,1
-103,-183,1
-103,-175,1
-103,-174,1
-103,-172,4
-103,-168,4
-103,-167,1
-103,-165,2
-103,-164,8
-103,-161,1
-103,-160,5
-103,-159,1
-103,-157,1
-103,-156,6
-103,-155,6
-103,-154,2
-103,-153,1
-103,-152,1
-103,-150,1
-103,-148,10
-103,-146,1
-103,-143,1
-103,-142,2
-103,-141,2
-103,-140,1
-103,-139,4
-103,-137,1
-103,-131,1
-103,-126,6
-103,-120,1
-103,-119,8
-103,-111,1
-103,-109,4
-103,-106,3
-103,-93,1
-103,-88,1
-103,-85,1
-103,-81,14
-103,-80,2
-102,-197,2
-102,-196,2
-102,-194,3
-102,-193,2
-102,-192,34
-102,-191,8
-102,-182,5
-102,-181,1
-102,-180,1
-102,-179,1
-102,-178,2
-102,-177,1
-102,-174,5
-102,-173,12
-102,-167,1
-102,-164,2
-102,-161,1
-102,-160,1
-102,-158,1
-102,-157,1
-102,-155,3
-102,-154,3
-102,-151,2
-102,-150,1
-102,-148,3
-102,-147,1
-102,-146,1
-102,-142,2
-102,-141,1
-102,-138,1
-102,-136,1
-102,-135,2
-102,-131,1
-102,-130,1
-102,-128,1
-102,-127,2
-102,-123,1
-102,-122,1
-102,-121,6
-102,-120,2
-102,-117,1
-102,-114,1
-102,-113,1
-102,-110,1
-102,-95,1
-102,-92,1
-102,-83,1
-102,-82,1
-102,-79,1
-102,-78,1
-102,-77,1
-101,-201,2
-101,-198,2
-101,-197,1
-101,-192,2
-101,-191,2
-101,-189,1
-101,-188,8
-101,-187,7
-101,-182,1
-101,-180,1
-101,-179,1
-101,-174,8
-101,-173,9
-101,-170,1
-101,-161,1
-101,-160,1
-101,-159,1
-101,-158,1
-101,-156,1
-101,-155,4
-101,-153,1
-101,-151,1
-101,-148,1
-101,-147,3
-101,-143,3
-101,-142,2
-101,-141,1
-101,-134,1
-101,-131,1
-101,-129,1
-101,-126,2
-101,-123,1
-101,-120,1
-101,-116,1
-101,-104,1
-101,-100,1
-101,-88,2
-101,-87,2
-101,-83,1
-101,-76,1
-100,-200,1
-100,-196,1
-100,-195,5
-100,-189,2
-100,-188,38
-100,-187,26
-100,-186,4
-100,-183,5
-100,-180,3
-100,-174,2
-100,-171,3
-100,-170,5
-100,-168,1
-100,-158,2
-100,-156,16
-100,-155,16
-100,-154,2
-100,-151,1
-100,-148,1
-100,-146,1
-100,-145,2
-100,-142,1
-100,-141,6
-100,-140,1
-100,-139,3
-100,-137,3
-100,-136,6
-100,-135,1
-100,-134,4
-100,-133,4
-100,-132,5
-100,-130,7
-100,-129,1
-100,-126,1
-100,-125,1
-100,-124,1
-100,-123,1
-100,-122,1
-100,-115,2
-100,-111,1
-100,-107,2
-100,-102,1
-100,-98,1
-100,-89,2
-100,-88,8
-99,-199,1
-99,-195,1
-99,-189,1
-99,-183,2
-99,-182,1
-99,-179,3
-99,-174,3
-99,-173,2
-99,-171,1
-99,-170,2
-99,-169,6
-99,-166,1
-99,-162,1
-99,-160,1
-99,-157,4
-99,-156,1
-99,-154,4
-99,-148,3
-99,-145,1
-99,-141,1
-99,-139,2
-99,-138,1
-99,-137,3
-99,-136,6
-99,-135,9
-99,-134,23
-99,-133,65
-99,-132,67
-99,-131,13
-99,-130,16
-99,-129,3
-99,-128,5
-99,-127,3
-99,-125,4
-99,-124,1
-99,-122,1
-99,-118,2
-99,-111,1
-99,-110,2
-99,-103,3
-99,-98,1
-99,-94,1
-99,-90,1
-99,-89,5
-99,-81,3
-99,-76,3
-99,-75,3
-98,-201,1
-98,-196,1
-98,-193,2
-98,-192,1
-98,-187,1
-98,-185,1
-98,-183,2
-98,-179,1
-98,-171,27
-98,-170,16
-98,-169,5
-98,-168,3
-98,-166,2
-98,-157,4
-98,-156,1
-98,-154,2
-98,-153,1
-98,-152,1
-98,-151,2
-98,-148,1
-98,-147,1
-98,-146,1
-98,-145,1
-98,-141,6
-98,-138,2
-98,-136,1
-98,-135,1
-98,-134,4
-98,-133,7
-98,-132,7
-98,-131,5
-98,-129,1
-98,-128,3
-98,-127,2
-98,-123,2
-98,-122,3
-98,-121,18
-98,-119,3
-98,-113,1
-98,-110,1
-98,-102,3
-98,-101,2
-98,-90,1
-98,-89,1
-98,-86,2
-98,-84,1
-98,-81,2
-98,-80,2
-98,-79,2
-98,-76,3
-98,-75,1
-97,-202,4
-97,-195,4
-97,-194,1
-97,-192,2
-97,-191,2
-97,-190,1
-97,-188,1
-97,-178,1
-97,-172,2
-97,-171,14
-97,-170,14
-97,-169,1
-97,-168,3
-97,-167,2
-97,-164,1
-97,-163,1
-97,-161,1
-97,-159,2
-97,-158,3
-97,-155,3
-97,-154,9
-97,-153,9
-97,-152,2
-97,-151,1
-97,-149,2
-97,-145,2
-97,-144,2
-97,-143,5
-97,-142,1
-97,-141,3
-97,-140,1
-97,-139,3
-97,-137,2
-97,-136,1
-97,-135,1
-97,-134,3
-97,-133,1
-97,-132,2
-97,-131,5
-97,-130,1
-97,-128,3
-97,-126,4
-97,-125,1
-97,-123,4
-97,-120,4
-97,-119,1
-97,-113,1
-97,-112,25
-97,-111,4
-97,-105,1
-97,-98,1
-97,-96,1
-97,-92,2
-97,-90,4
-97,-88,1
-97,-85,1
-97,-84,2
-97,-83,2
-97,-82,1
-97,-80,1
-96,-204,1
-96,-203,3
-96,-202,5
-96,-196,1
-96,-195,3
-96,-194,16
-96,-190,1
-96,-189,1
-96,-188,1
-96,-184,1
-96,-183,3
-96,-181,1
-96,-178,3
-96,-174,1
-96,-173,1
-96,-172,4
-96,-170,1
-96,-169,52
-96,-168,5
-96,-167,1
-96,-166,2
-96,-163,1
-96,-162,1
-96,-159,1
-96,-158,1
-96,-154,3
-96,-153,1
-96,-152,6
-96,-146,1
-96,-145,1
-96,-144,1
-96,-142,1
-96,-141,3
-96,-140,1
-96,-139,1
-96,-138,2
-96,-137,7
-96,-136,2
-96,-135,4
-96,-131,3
-96,-129,3
-96,-126,1
-96,-124,1
-96,-123,3
-96,-121,1
-96,-112,7
-96,-111,1
-96,-94,1
-96,-91,2
-96,-90,2
-96,-89,2
-96,-88,3
-96,-84,1
-96,-83,2
-96,-80,1
-96,-77,1
-96,-76,5
-96,-75,1
-95,-203,20
-95,-202,11
-95,-201,3
-95,-200,1
-95,-196,2
-95,-195,2
-95,-194,2
-95,-192,2
-95,-188,9
-95,-187,23
-95,-184,1
-95,-183,2
-95,-181,1
-95,-180,2
-95,-179,1
-95,-174,1
-95,-173,5
-95,-172,6
-95,-171,1
-95,-170,4
-95,-169,1
-95,-167,1
-95,-166,6
-95,-164,1
-95,-162,2
-95,-161,1
-95,-159,1
-95,-158,1
-95,-156,1
-95,-154,1
-95,-153,4
-95,-152,9
-95,-149,1
-95,-147,1
-95,-144,1
-95,-142,2
-95,-140,1
-95,-139,2
-95,-138,2
-95,-136,2
-95,-135,3
-95,-134,2
-95,-133,1
-95,-131,5
-95,-129,6
-95,-128,4
-95,-127,1
-95,-123,1
-95,-122,1
-95,-121,2
-95,-120,2
-95,-118,1
-95,-114,1
-95,-111,1
-95,-110,1
-95,-109,1
-95,-108,1
-95,-107,1
-95,-103,2
-95,-98,2
-95,-97,1
-95,-91,2
-95,-88,1
-95,-86,1
-95,-85,1
-95,-84,2
-95,-83,2
-95,-82,1
-95,-80,6
-95,-79,1
-95,-77,3
-95,-72,1
-94,-204,1
-94,-203,1
-94,-202,19
-94,-201,3
-94,-200,14
-94,-199,1
-94,-198,2
-94,-195,13
-94,-193,3
-94,-191,1
-94,-189,2
-94,-188,5
-94,-187,1
-94,-185,1
-94,-184,3
-94,-183,2
-94,-181,1
-94,-178,1
-94,-173,2
-94,-172,2
-94,-170,1
-94,-169,2
-94,-167,2
-94,-166,1
-94,-165,5
-94,-164,2
-94,-161,1
-94,-159,1
-94,-157,1
-94,-153,3
-94,-152,40
-94,-151,1
-94,-148,1
-94,-144,1
-94,-143,2
-94,-142,4
-94,-140,1
-94,-134,1
-94,-133,10
-94,-132,19
-94,-131,12
-94,-130,3
-94,-129,2
-94,-123,3
-94,-121,1
-94,-120,1
-94,-117,1
-94,-112,1
-94,-111,1
-94,-109,1
-94,-107,1
-94,-106,1
-94,-90,1
-94,-81,1
-94,-80,14
-94,-79,51
-94,-78,3
-94,-77,2
-94,-75,1
-94,-73,2
-94,-71,1
-93,-206,1
-93,-205,1
-93,-204,2
-93,-201,10
-93,-200,3
-93,-199,36
-93,-198,45
-93,-197,2
-93,-196,2
-93,-194,1
-93,-193,1
-93,-190,3
-93,-189,1
-93,-188,2
-93,-184,1
-93,-183,3
-93,-182,1
-93,-178,1
-93,-174,1
-93,-172,3
-93,-171,8
-93,-170,3
-93,-168,1
-93,-164,19
-93,-163,13
-93,-162,2
-93,-161,1
-93,-160,2
-93,-158,1
-93,-155,2
-93,-153,1
-93,-148,1
-93,-144,1
-93,-142,1
-93,-141,2
-93,-136,2
-93,-135,2
-93,-134,6
-93,-133,29
-93,-132,140
-93,-131,88
-93,-130,3
-93,-127,1
-93,-126,1
-93,-123,2
-93,-121,6
-93,-120,1
-93,-119,3
-93,-118,1
-93,-117,1
-93,-111,1
-93,-109,1
-93,-89,2
-93,-88,2
-93,-87,1
-93,-86,4
-93,-85,2
-93,-84,5
-93,-83,2
-93,-80,1
-93,-79,1
-93,-78,5
-93,-77,2
-93,-75,2
-92,-207,1
-92,-205,1
-92,-200,2
-92,-199,6
-92,-198,6
-92,-197,2
-92,-195,2
-92,-194,3
-92,-191,3
-92,-190,2
-92,-188,2
-92,-185,9
-92,-184,2
-92,-183,1
-92,-182,1
-92,-180,1
-92,-177,1
-92,-176,1
-92,-171,1
-92,-164,1
-92,-163,4
-92,-162,1
-92,-161,2
-92,-160,1
-92,-156,1
-92,-153,2
-92,-150,1
-92,-148,1
-92,-142,1
-92,-141,2
-92,-139,4
-92,-135,1
-92,-134,3
-92,-133,31
-92,-132,175
-92,-131,89
-92,-130,4
-92,-123,4
-92,-119,3
-92,-117,3
-92,-116,1
-92,-114,1
-92,-113,2
-92,-111,2
-92,-110,1
-92,-109,1
-92,-108,2
-92,-93,4
-92,-92,1
-92,-85,4
-92,-84,1
-92,-82,2
-92,-78,1
-92,-75,1
-92,-74,1
-92,-73,1
-92,-71,1
-91,-207,1
-91,-204,1
-91,-198,1
-91,-196,2
-91,-194,2
-91,-190,1
-91,-188,2
-91,-187,3
-91,-185,6
-91,-178,1
-91,-172,1
-91,-168,1
-91,-163,1
-91,-155,1
-91,-151,8
-91,-150,15
-91,-149,4
-91,-148,4
-91,-145,1
-91,-143,1
-91,-141,3
-91,-135,4
-91,-134,1
-91,-133,13
-91,-132,22
-91,-131,8
-91,-128,1
-91,-126,1
-91,-123,1
-91,-119,1
-91,-117,1
-91,-114,2
-91,-112,3
-91,-111,2
-91,-110,3
-91,-99,1
-91,-93,2
-91,-92,1
-91,-91,1
-91,-85,1
-91,-84,2
-91,-83,3
-91,-82,1
-91,-69,2
-90,-207,2
-90,-195,1
-90,-194,1
-90,-191,1
-90,-188,1
-90,-187,1
-90,-186,1
-90,-185,2
-90,-177,3
-90,-173,1
-90,-171,2
-90,-163,1
-90,-162,4
-90,-161,3
-90,-159,1
-90,-158,1
-90,-152,11
-90,-151,49
-90,-150,13
-90,-141,1
-90,-134,2
-90,-132,4
-90,-131,1
-90,-124,2
-90,-119,2
-90,-118,1
-90,-116,1
-90,-115,1
-90,-114,1
-90,-113,4
-90,-112,22
-90,-111,31
-90,-110,3
-90,-109,1
-90,-107,1
-90,-105,1
-90,-103,2
-90,-102,1
-90,-101,2
-90,-100,3
-90,-99,3
-90,-94,1
-90,-92,1
-90,-84,3
-90,-83,17
-90,-82,10
-90,-81,2
-90,-80,1
-90,-79,1
-90,-70,1
-89,-207,4
-89,-206,9
-89,-205,1
-89,-195,3
-89,-194,2
-89,-191,1
-89,-185,4
-89,-184,2
-89,-183,1
-89,-180,3
-89,-179,1
-89,-177,1
-89,-173,1
-89,-170,1
-89,-163,5
-89,-162,10
-89,-161,8
-89,-159,1
-89,-155,2
-89,-153,1
-89,-152,5
-89,-151,2
-89,-149,1
-89,-147,1
-89,-146,1
-89,-144,3
-89,-143,1
-89,-142,1
-89,-141,1
-89,-137,7
-89,-136,2
-89,-133,1
-89,-132,3
-89,-130,1
-89,-129,1
-89,-126,2
-89,-124,4
-89,-122,2
-89,-120,4
-89,-119,1
-89,-118,1
-89,-117,1
-89,-116,1
-89,-113,3
-89,-112,3
-89,-111,4
-89,-108,5
-89,-107,2
-89,-105,2
-89,-104,3
-89,-103,1
-89,-101,1
-89,-97,1
-89,-94,1
-89,-86,1
-89,-83,6
-89,-82,15
-89,-81,1
-89,-79,1
-89,-72,3
-88,-209,1
-88,-205,1
-88,-201,2
-88,-200,1
-88,-196,2
-88,-195,5
-88,-194,1
-88,-188,1
-88,-187,2
-88,-186,2
-88,-184,4
-88,-183,3
-88,-182,1
-88,-181,1
-88,-180,1
-88,-179,1
-88,-178,1
-88,-173,7
-88,-172,1
-88,-165,1
-88,-163,2
-88,-161,2
-88,-157,3
-88,-154,3
-88,-153,1
-88,-150,1
-88,-149,1
-88,-148,1
-88,-147,1
-88,-146,1
-88,-145,1
-88,-144,2
-88,-143,2
-88,-142,1
-88,-138,1
-88,-135,1
-88,-134,3
-88,-133,1
-88,-129,1
-88,-128,1
-88,-125,1
-88,-124,3
-88,-123,1
-88,-122,18
-88,-121,2
-88,-119,2
-88,-114,1
-88,-113,1
-88,-111,4
-88,-102,1
-88,-101,1
-88,-94,1
-88,-90,1
-88,-88,1
-88,-84,1
-88,-83,2
-88,-75,1
-88,-72,1
-87,-207,1
-87,-196,1
-87,-195,6
-87,-194,3
-87,-193,1
-87,-191,3
-87,-190,1
-87,-186,1
-87,-185,2
-87,-181,1
-87,-173,1
-87,-172,1
-87,-169,1
-87,-163,1
-87,-162,2
-87,-160,1
-87,-159,1
-87,-156,1
-87,-148,1
-87,-147,1
-87,-146,4
-87,-144,1
-87,-143,9
-87,-142,3
-87,-140,1
-87,-137,1
-87,-135,1
-87,-133,2
-87,-131,2
-87,-126,1
-87,-125,1
-87,-120,3
-87,-115,2
-87,-114,1
-87,-111,3
-87,-110,18
-87,-109,1
-87,-108,2
-87,-97,1
-87,-95,2
-87,-94,1
-87,-93,1
-87,-91,3
-87,-90,4
-87,-89,1
-87,-86,1
-87,-84,4
-87,-83,2
-87,-82,1
-86,-204,1
-86,-199,1
-86,-196,2
-86,-190,4
-86,-189,2
-86,-188,1
-86,-186,3
-86,-182,1
-86,-177,1
-86,-169,2
-86,-161,1
-86,-160,14
-86,-159,1
-86,-157,3
-86,-156,2
-86,-155,1
-86,-154,4
-86,-153,3
-86,-149,1
-86,-148,1
-86,-147,4
-86,-146,3
-86,-145,1
-86,-144,6
-86,-143,7
-86,-142,1
-86,-141,1
-86,-140,1
-86,-139,2
-86,-134,7
-86,-133,1
-86,-132,9
-86,-131,10
-86,-130,2
-86,-127,1
-86,-126,5
-86,-122,1
-86,-120,3
-86,-117,2
-86,-115,4
-86,-110,1
-86,-108,3
-86,-106,1
-86,-103,1
-86,-100,1
-86,-95,1
-86,-92,1
-86,-91,3
-86,-90,1
-86,-89,1
-86,-85,1
