z1,z2,cluster_before,cluster_after
1.984304428100586,-2.7207610607147217,1,1
1.8136134147644043,-1.2413023710250854,3,2
0.9639270305633545,1.237055778503418,6,6
1.8874235153198242,-2.77108097076416,1,0
1.1379274129867554,-5.117087364196777,0,1
1.5997469425201416,-5.282984733581543,0,1
-2.503178834915161,-0.6922338008880615,0,3
-2.44050669670105,2.564282178878784,5,5
1.967293620109558,-2.2100939750671387,3,1
1.0155085325241089,-3.2077836990356445,0,0
0.1065603718161583,0.7590357065200806,2,6
0.5846512913703918,-3.334343671798706,2,1
0.1212652325630188,-2.51420521736145,0,2
0.7723972201347351,-2.0385401248931885,0,0
-0.728614091873169,-1.8169691562652588,2,2
1.2285220623016357,-3.0509982109069824,2,1
-2.7056915760040283,-0.49443939328193665,7,7
0.1850450187921524,-3.0406746864318848,0,2
-0.8113811016082764,1.1467725038528442,4,6
0.8359768986701965,0.5665119290351868,6,3
0.3043580949306488,3.021252393722534,6,3
0.3086247146129608,1.4534354209899902,7,6
3.3223328590393066,-6.254400730133057,1,1
-2.614116668701172,2.278470516204834,0,3
-2.34940505027771,2.004452705383301,2,3
1.2613028287887573,-2.109753370285034,1,1
1.4481357336044312,0.03448556363582611,6,3
1.2497239112854004,-2.7509405612945557,6,1
1.2241325378417969,-3.826570749282837,2,2
1.6110475063323975,-2.931687831878662,1,2
-2.0897505283355713,-1.5542874336242676,0,2
-0.41881054639816284,-3.1182444095611572,2,2
-2.773730993270874,-1.846069097518921,7,2
0.31170907616615295,1.822292447090149,6,3
-2.2102553844451904,-2.992117404937744,7,7
0.869819700717926,0.9792659282684326,3,6
3.2898123264312744,-4.498863220214844,1,1
1.7333941459655762,-3.402989149093628,1,1
1.4544954299926758,-3.9299819469451904,0,1
0.6063766479492188,-4.285488605499268,0,1
0.9440980553627014,-3.450629234313965,0,1
-1.8904720544815063,-3.006340265274048,7,7
-1.0144685506820679,-0.48718541860580444,4,6
-0.02306252345442772,-1.6572703123092651,2,1
-1.990268588066101,-3.5040221214294434,0,7
-0.7315606474876404,-2.624135732650757,0,2
-0.02144101820886135,0.7785481810569763,2,6
-0.45618611574172974,0.1294630765914917,4,6
-2.2203495502471924,-5.115661144256592,0,0
-1.8428624868392944,-3.853595495223999,7,7
1.1595032215118408,-2.3760478496551514,3,1
3.4342575073242188,-6.480837345123291,1,1
0.3687598407268524,-3.5805838108062744,2,2
-0.40016016364097595,-1.497314214706421,2,2
0.6707632541656494,-1.6688041687011719,7,1
1.0604058504104614,-1.5094056129455566,1,0
1.4664020538330078,-2.3933067321777344,6,2
-0.8037849068641663,0.7645489573478699,4,6
-0.35494792461395264,0.9686317443847656,4,6
1.0059278011322021,-1.394439935684204,7,2
1.6249428987503052,-1.6536840200424194,2,2
1.3746317625045776,-3.828230857849121,7,1
1.6323834657669067,-4.499250888824463,1,1
-1.4675390720367432,-1.125702977180481,0,7
-1.6904399394989014,0.28447622060775757,7,7
-0.5370221734046936,0.6209560036659241,4,6
1.0712740421295166,-3.2578279972076416,0,1
1.6612269878387451,-4.540928840637207,0,1
0.16662684082984924,-0.6917223334312439,4,4
-2.9223389625549316,1.6948294639587402,5,5
0.323712021112442,-3.9910550117492676,0,2
-2.279912233352661,-3.5392909049987793,7,7
0.9449107646942139,0.37020015716552734,6,2
1.6818106174468994,-4.0105366706848145,1,1
-3.7489101886749268,0.40044352412223816,6,5
1.8255953788757324,-3.7591910362243652,2,1
-1.681452989578247,-1.371604323387146,0,3
-2.55002498626709,-0.3497755825519562,7,7
0.31860312819480896,1.4309086799621582,3,6
0.9025073647499084,-3.914787769317627,0,1
0.8184895515441895,-2.706124782562256,0,0
1.6290454864501953,-0.30715930461883545,1,6
1.405050277709961,-3.3407485485076904,1,3
-0.4102102518081665,2.4247801303863525,6,6
1.167130947113037,-2.134380578994751,3,7
1.2192007303237915,-2.6373136043548584,3,0
-1.6687438488006592,2.1013171672821045,5,5
1.2636469602584839,0.06455590575933456,6,2
-1.967555046081543,-2.5495572090148926,2,2
0.2630770802497864,0.1386648714542389,2,6
-2.7231204509735107,2.1948904991149902,5,2
-1.0923194885253906,2.984009265899658,6,3
-0.2669391334056854,2.594405174255371,6,6
-0.8268792629241943,3.2441959381103516,6,5
2.765434980392456,-4.823324203491211,1,1
2.193532943725586,-4.933994293212891,2,1
-2.109020948410034,1.5114822387695312,7,7
-0.3283385634422302,-1.7206387519836426,0,2
-2.5048983097076416,-2.543447256088257,7,7
-1.351493000984192,-2.787943124771118,0,2
-1.282691478729248,-2.5575687885284424,2,3
-1.7194949388504028,-2.7190423011779785,7,2
0.88547283411026,-1.6458373069763184,3,7
-0.728614091873169,-1.8169691562652588,2,2
-1.2342209815979004,-1.0673444271087646,0,2
-2.7167515754699707,-3.071751594543457,7,7
-0.5974878668785095,1.5023252964019775,5,5
-1.7033252716064453,4.182332992553711,6,5
-1.125095248222351,1.6998071670532227,5,5
0.515353262424469,-0.43528175354003906,7,3
0.1237054094672203,-3.1330058574676514,2,2
0.8814424276351929,-4.342891693115234,0,2
-1.9211171865463257,-2.319132089614868,7,3
-2.563400983810425,-0.49058565497398376,7,7
-2.008286237716675,3.990607976913452,6,5
-1.9854930639266968,-4.2913689613342285,0,0
