n_poi,n_cat,entropy,dominance
20,8,1.538260437402898,0.55
16,5,1.2440166957928942,0.5625
10,4,1.2206072645530173,0.5
30,6,1.303410832964944,0.4
23,6,1.301348304734199,0.5652173913043478
18,4,1.1615913343294533,0.5
11,3,0.8599672810355049,0.6363636363636364
11,3,0.8599672810355049,0.6363636363636364
26,4,0.9894655713535606,0.6538461538461539
20,6,1.4659922995321781,0.45
30,6,1.281286885280548,0.5666666666666667
35,7,1.2636621580776102,0.6285714285714286
35,5,1.3349786317219041,0.4857142857142857
29,5,1.2064364566641324,0.5517241379310345
12,5,1.2342678660790767,0.5833333333333334
16,4,0.918045918065631,0.6875
34,4,1.1771512088138218,0.4411764705882353
65,6,1.1592371005469757,0.5846153846153846
21,7,1.6152209706275102,0.3333333333333333
11,4,1.0335620542068176,0.6363636363636364
11,5,1.294545165844896,0.5454545454545454
21,5,1.2791774562323222,0.47619047619047616
18,4,1.1174899594231538,0.5
18,4,0.8838756262717338,0.7222222222222222
30,6,1.21710621122941,0.5333333333333333
25,6,1.4405661012027942,0.36
11,4,1.2945451658448959,0.36363636363636365
13,4,1.2658567518727373,0.38461538461538464
11,4,1.0335620542068176,0.6363636363636364
19,4,1.3074892671218044,0.3684210526315789
69,6,1.087428201166196,0.6521739130434783
32,4,0.9705479443458879,0.625
58,5,1.3118562658105146,0.46551724137931033
65,6,1.349818953922814,0.46153846153846156
32,4,1.2123138802671547,0.4375
46,5,1.137983092518444,0.5869565217391305
52,6,1.4001337427052494,0.4230769230769231
49,8,1.652838142551679,0.3877551020408163
39,7,1.4692172388229496,0.46153846153846156
17,6,1.4976864074866398,0.47058823529411764
19,4,1.0596846673731528,0.5789473684210527
22,3,0.48510450039094044,0.8636363636363636
17,6,1.3945573191650282,0.5294117647058824
26,6,1.4236922472005211,0.4230769230769231
14,3,0.8304717124362917,0.6428571428571429
16,6,1.3633631023481714,0.5625
32,4,1.2351778408794916,0.40625
29,6,1.2401312649325504,0.5862068965517241
15,4,1.020036958401841,0.6
11,3,0.9164648855394713,0.5454545454545454
13,3,0.6870920273799715,0.7692307692307693
18,8,1.796494167249981,0.3888888888888889
19,7,1.631107479158123,0.42105263157894735
15,7,1.709472776584213,0.3333333333333333
67,8,1.0512220793178504,0.6417910447761194
63,7,1.091808344240076,0.6984126984126984
55,5,1.3850446090976938,0.41818181818181815
59,7,1.125445928979268,0.6271186440677966
31,6,1.4558291267879366,0.41935483870967744
40,5,1.408308583233441,0.35
20,5,1.2779914688584597,0.55
12,4,0.9830877585747855,0.6666666666666666
11,3,0.8599672810355049,0.6363636363636364
40,7,1.6390016203870645,0.375
35,6,1.204890107200638,0.5428571428571428
28,6,1.4438568400275757,0.42857142857142855
23,4,1.2123562324867074,0.391304347826087
39,6,1.2864499871009596,0.5384615384615384
71,7,1.2185853114737453,0.5070422535211268
24,7,1.6504194524862636,0.375
18,5,1.2449537211212138,0.5555555555555556
10,2,0.6931471805599453,0.5
12,2,0.5623351446188083,0.75
10,4,1.1935496040981333,0.4
21,5,1.3701080517030098,0.47619047619047616
36,5,1.1799716421585769,0.5
10,4,1.1682824501765625,0.5
13,4,1.072016968563193,0.6153846153846154
12,6,1.539654447440098,0.4166666666666667
20,5,1.1633711748876086,0.5
27,6,1.4673368918451057,0.48148148148148145
36,8,1.7012931577009562,0.3611111111111111
41,6,1.3322423130448757,0.4878048780487805
31,7,1.3465696245975467,0.45161290322580644
31,7,1.5364994112655248,0.3548387096774194
22,6,1.2729415877142582,0.5
16,5,1.474056825273205,0.3125
10,5,1.4184836619456567,0.4
10,2,0.6931471805599453,0.5
36,5,1.078417723128299,0.6111111111111112
43,6,1.249545394343511,0.5116279069767442
23,4,1.1928702910903022,0.4782608695652174
11,7,1.666332585328325,0.45454545454545453
12,5,1.3522093992338284,0.4166666666666667
21,5,1.1558851394672733,0.47619047619047616
